disciplina,serie,segmento,trimestre,semana_letiva,capitulo_esperado,conteudo_esperado,progressao_key
História,7º Ano,Fund II,1,7,3,Capítulo 3,História|7º Ano|7
História,7º Ano,Fund II,1,8,3,Capítulo 3,História|7º Ano|8
História,7º Ano,Fund II,1,9,3,Capítulo 3,História|7º Ano|9
História,7º Ano,Fund II,1,10,4,Capítulo 4,História|7º Ano|10
História,7º Ano,Fund II,1,11,4,Capítulo 4,História|7º Ano|11
História,7º Ano,Fund II,1,12,4,Capítulo 4,História|7º Ano|12
História,7º Ano,Fund II,1,13,4,Capítulo 4,História|7º Ano|13
História,7º Ano,Fund II,1,14,4,Capítulo 4,História|7º Ano|14
História,7º Ano,Fund II,2,15,5,Capítulo 5,História|7º Ano|15
História,7º Ano,Fund II,2,16,5,Capítulo 5,História|7º Ano|16
História,7º Ano,Fund II,2,17,5,Capítulo 5,História|7º Ano|17
História,7º Ano,Fund II,2,18,6,Capítulo 6,História|7º Ano|18
História,7º Ano,Fund II,2,19,6,Capítulo 6,História|7º Ano|19
História,7º Ano,Fund II,2,20,6,Capítulo 6,História|7º Ano|20
História,7º Ano,Fund II,2,21,7,Capítulo 7,História|7º Ano|21
História,7º Ano,Fund II,2,22,7,Capítulo 7,História|7º Ano|22
História,7º Ano,Fund II,2,23,7,Capítulo 7,História|7º Ano|23
História,7º Ano,Fund II,2,24,8,Capítulo 8,História|7º Ano|24
História,7º Ano,Fund II,2,25,8,Capítulo 8,História|7º Ano|25
História,7º Ano,Fund II,2,26,8,Capítulo 8,História|7º Ano|26
História,7º Ano,Fund II,2,27,8,Capítulo 8,História|7º Ano|27
História,7º Ano,Fund II,2,28,8,Capítulo 8,História|7º Ano|28
História,7º Ano,Fund II,3,29,9,Capítulo 9,História|7º Ano|29
História,7º Ano,Fund II,3,30,9,Capítulo 9,História|7º Ano|30
História,7º Ano,Fund II,3,31,9,Capítulo 9,História|7º Ano|31
História,7º Ano,Fund II,3,32,10,Capítulo 10,História|7º Ano|32
História,7º Ano,Fund II,3,33,10,Capítulo 10,História|7º Ano|33
História,7º Ano,Fund II,3,34,10,Capítulo 10,História|7º Ano|34
História,7º Ano,Fund II,3,35,11,Capítulo 11,História|7º Ano|35
História,7º Ano,Fund II,3,36,11,Capítulo 11,História|7º Ano|36
História,7º Ano,Fund II,3,37,11,Capítulo 11,História|7º Ano|37
História,7º Ano,Fund II,3,38,12,Capítulo 12,História|7º Ano|38
História,7º Ano,Fund II,3,39,12,Capítulo 12,História|7º Ano|39
História,7º Ano,Fund II,3,40,12,Capítulo 12,História|7º Ano|40
História,7º Ano,Fund II,3,41,12,Capítulo 12,História|7º Ano|41
História,7º Ano,Fund II,3,42,12,Capítulo 12,História|7º Ano|42
História,8º Ano,Fund II,1,1,1,Capítulo 1,História|8º Ano|1
História,8º Ano,Fund II,1,2,1,Capítulo 1,História|8º Ano|2
História,8º Ano,Fund II,1,3,1,Capítulo 1,História|8º Ano|3
História,8º Ano,Fund II,1,4,2,Capítulo 2,História|8º Ano|4
História,8º Ano,Fund II,1,5,2,Capítulo 2,História|8º Ano|5
História,8º Ano,Fund II,1,6,2,Capítulo 2,História|8º Ano|6
História,8º Ano,Fund II,1,7,3,Capítulo 3,História|8º Ano|7
História,8º Ano,Fund II,1,8,3,Capítulo 3,História|8º Ano|8
História,8º Ano,Fund II,1,9,3,Capítulo 3,História|8º Ano|9
História,8º Ano,Fund II,1,10,4,Capítulo 4,História|8º Ano|10
História,8º Ano,Fund II,1,11,4,Capítulo 4,História|8º Ano|11
História,8º Ano,Fund II,1,12,4,Capítulo 4,História|8º Ano|12
História,8º Ano,Fund II,1,13,4,Capítulo 4,História|8º Ano|13
História,8º Ano,Fund II,1,14,4,Capítulo 4,História|8º Ano|14
História,8º Ano,Fund II,2,15,5,Capítulo 5,História|8º Ano|15
História,8º Ano,Fund II,2,16,5,Capítulo 5,História|8º Ano|16
História,8º Ano,Fund II,2,17,5,Capítulo 5,História|8º Ano|17
História,8º Ano,Fund II,2,18,6,Capítulo 6,História|8º Ano|18
História,8º Ano,Fund II,2,19,6,Capítulo 6,História|8º Ano|19
História,8º Ano,Fund II,2,20,6,Capítulo 6,História|8º Ano|20
História,8º Ano,Fund II,2,21,7,Capítulo 7,História|8º Ano|21
História,8º Ano,Fund II,2,22,7,Capítulo 7,História|8º Ano|22
História,8º Ano,Fund II,2,23,7,Capítulo 7,História|8º Ano|23
História,8º Ano,Fund II,2,24,8,Capítulo 8,História|8º Ano|24
História,8º Ano,Fund II,2,25,8,Capítulo 8,História|8º Ano|25
História,8º Ano,Fund II,2,26,8,Capítulo 8,História|8º Ano|26
História,8º Ano,Fund II,2,27,8,Capítulo 8,História|8º Ano|27
História,8º Ano,Fund II,2,28,8,Capítulo 8,História|8º Ano|28
História,8º Ano,Fund II,3,29,9,Capítulo 9,História|8º Ano|29
História,8º Ano,Fund II,3,30,9,Capítulo 9,História|8º Ano|30
História,8º Ano,Fund II,3,31,9,Capítulo 9,História|8º Ano|31
História,8º Ano,Fund II,3,32,10,Capítulo 10,História|8º Ano|32
História,8º Ano,Fund II,3,33,10,Capítulo 10,História|8º Ano|33
História,8º Ano,Fund II,3,34,10,Capítulo 10,História|8º Ano|34
História,8º Ano,Fund II,3,35,11,Capítulo 11,História|8º Ano|35
História,8º Ano,Fund II,3,36,11,Capítulo 11,História|8º Ano|36
História,8º Ano,Fund II,3,37,11,Capítulo 11,História|8º Ano|37
História,8º Ano,Fund II,3,38,12,Capítulo 12,História|8º Ano|38
História,8º Ano,Fund II,3,39,12,Capítulo 12,História|8º Ano|39
História,8º Ano,Fund II,3,40,12,Capítulo 12,História|8º Ano|40
História,8º Ano,Fund II,3,41,12,Capítulo 12,História|8º Ano|41
História,8º Ano,Fund II,3,42,12,Capítulo 12,História|8º Ano|42
Geografia,6º Ano,Fund II,1,1,1,Capítulo 1,Geografia|6º Ano|1
Geografia,6º Ano,Fund II,1,2,1,Capítulo 1,Geografia|6º Ano|2
Geografia,6º Ano,Fund II,1,3,1,Capítulo 1,Geografia|6º Ano|3
Geografia,6º Ano,Fund II,1,4,2,Capítulo 2,Geografia|6º Ano|4
Geografia,6º Ano,Fund II,1,5,2,Capítulo 2,Geografia|6º Ano|5
Geografia,6º Ano,Fund II,1,6,2,Capítulo 2,Geografia|6º Ano|6
Geografia,6º Ano,Fund II,1,7,3,Capítulo 3,Geografia|6º Ano|7
Geografia,6º Ano,Fund II,1,8,3,Capítulo 3,Geografia|6º Ano|8
Geografia,6º Ano,Fund II,1,9,3,Capítulo 3,Geografia|6º Ano|9
Geografia,6º Ano,Fund II,1,10,4,Capítulo 4,Geografia|6º Ano|10
Geografia,6º Ano,Fund II,1,11,4,Capítulo 4,Geografia|6º Ano|11
Geografia,6º Ano,Fund II,1,12,4,Capítulo 4,Geografia|6º Ano|12
Geografia,6º Ano,Fund II,1,13,4,Capítulo 4,Geografia|6º Ano|13
Geografia,6º Ano,Fund II,1,14,4,Capítulo 4,Geografia|6º Ano|14
Geografia,6º Ano,Fund II,2,15,5,Capítulo 5,Geografia|6º Ano|15
Geografia,6º Ano,Fund II,2,16,5,Capítulo 5,Geografia|6º Ano|16
Geografia,6º Ano,Fund II,2,17,5,Capítulo 5,Geografia|6º Ano|17
Geografia,6º Ano,Fund II,2,18,6,Capítulo 6,Geografia|6º Ano|18
Geografia,6º Ano,Fund II,2,19,6,Capítulo 6,Geografia|6º Ano|19
Geografia,6º Ano,Fund II,2,20,6,Capítulo 6,Geografia|6º Ano|20
Geografia,6º Ano,Fund II,2,21,7,Capítulo 7,Geografia|6º Ano|21
Geografia,6º Ano,Fund II,2,22,7,Capítulo 7,Geografia|6º Ano|22
Geografia,6º Ano,Fund II,2,23,7,Capítulo 7,Geografia|6º Ano|23
Geografia,6º Ano,Fund II,2,24,8,Capítulo 8,Geografia|6º Ano|24
Geografia,6º Ano,Fund II,2,25,8,Capítulo 8,Geografia|6º Ano|25
Geografia,6º Ano,Fund II,2,26,8,Capítulo 8,Geografia|6º Ano|26
Geografia,6º Ano,Fund II,2,27,8,Capítulo 8,Geografia|6º Ano|27
Geografia,6º Ano,Fund II,2,28,8,Capítulo 8,Geografia|6º Ano|28
Geografia,6º Ano,Fund II,3,29,9,Capítulo 9,Geografia|6º Ano|29
Geografia,6º Ano,Fund II,3,30,9,Capítulo 9,Geografia|6º Ano|30
Geografia,6º Ano,Fund II,3,31,9,Capítulo 9,Geografia|6º Ano|31
Geografia,6º Ano,Fund II,3,32,10,Capítulo 10,Geografia|6º Ano|32
Geografia,6º Ano,Fund II,3,33,10,Capítulo 10,Geografia|6º Ano|33
Geografia,6º Ano,Fund II,3,34,10,Capítulo 10,Geografia|6º Ano|34
Geografia,6º Ano,Fund II,3,35,11,Capítulo 11,Geografia|6º Ano|35
Geografia,6º Ano,Fund II,3,36,11,Capítulo 11,Geografia|6º Ano|36
Geografia,6º Ano,Fund II,3,37,11,Capítulo 11,Geografia|6º Ano|37
Geografia,6º Ano,Fund II,3,38,12,Capítulo 12,Geografia|6º Ano|38
Geografia,6º Ano,Fund II,3,39,12,Capítulo 12,Geografia|6º Ano|39
Geografia,6º Ano,Fund II,3,40,12,Capítulo 12,Geografia|6º Ano|40
Geografia,6º Ano,Fund II,3,41,12,Capítulo 12,Geografia|6º Ano|41
Geografia,6º Ano,Fund II,3,42,12,Capítulo 12,Geografia|6º Ano|42
Geografia,7º Ano,Fund II,1,1,1,Capítulo 1,Geografia|7º Ano|1
Geografia,7º Ano,Fund II,1,2,1,Capítulo 1,Geografia|7º Ano|2
Geografia,7º Ano,Fund II,1,3,1,Capítulo 1,Geografia|7º Ano|3
Geografia,7º Ano,Fund II,1,4,2,Capítulo 2,Geografia|7º Ano|4
Geografia,7º Ano,Fund II,1,5,2,Capítulo 2,Geografia|7º Ano|5
Geografia,7º Ano,Fund II,1,6,2,Capítulo 2,Geografia|7º Ano|6
Geografia,7º Ano,Fund II,1,7,3,Capítulo 3,Geografia|7º Ano|7
Geografia,7º Ano,Fund II,1,8,3,Capítulo 3,Geografia|7º Ano|8
Geografia,7º Ano,Fund II,1,9,3,Capítulo 3,Geografia|7º Ano|9
Geografia,7º Ano,Fund II,1,10,4,Capítulo 4,Geografia|7º Ano|10
Geografia,7º Ano,Fund II,1,11,4,Capítulo 4,Geografia|7º Ano|11
Geografia,7º Ano,Fund II,1,12,4,Capítulo 4,Geografia|7º Ano|12
Geografia,7º Ano,Fund II,1,13,4,Capítulo 4,Geografia|7º Ano|13
Geografia,7º Ano,Fund II,1,14,4,Capítulo 4,Geografia|7º Ano|14
Geografia,7º Ano,Fund II,2,15,5,Capítulo 5,Geografia|7º Ano|15
Geografia,7º Ano,Fund II,2,16,5,Capítulo 5,Geografia|7º Ano|16
Geografia,7º Ano,Fund II,2,17,5,Capítulo 5,Geografia|7º Ano|17
Geografia,7º Ano,Fund II,2,18,6,Capítulo 6,Geografia|7º Ano|18
Geografia,7º Ano,Fund II,2,19,6,Capítulo 6,Geografia|7º Ano|19
Geografia,7º Ano,Fund II,2,20,6,Capítulo 6,Geografia|7º Ano|20
Geografia,7º Ano,Fund II,2,21,7,Capítulo 7,Geografia|7º Ano|21
Geografia,7º Ano,Fund II,2,22,7,Capítulo 7,Geografia|7º Ano|22
Geografia,7º Ano,Fund II,2,23,7,Capítulo 7,Geografia|7º Ano|23
Geografia,7º Ano,Fund II,2,24,8,Capítulo 8,Geografia|7º Ano|24
Geografia,7º Ano,Fund II,2,25,8,Capítulo 8,Geografia|7º Ano|25
Geografia,7º Ano,Fund II,2,26,8,Capítulo 8,Geografia|7º Ano|26
Geografia,7º Ano,Fund II,2,27,8,Capítulo 8,Geografia|7º Ano|27
Geografia,7º Ano,Fund II,2,28,8,Capítulo 8,Geografia|7º Ano|28
Geografia,7º Ano,Fund II,3,29,9,Capítulo 9,Geografia|7º Ano|29
Geografia,7º Ano,Fund II,3,30,9,Capítulo 9,Geografia|7º Ano|30
Geografia,7º Ano,Fund II,3,31,9,Capítulo 9,Geografia|7º Ano|31
Geografia,7º Ano,Fund II,3,32,10,Capítulo 10,Geografia|7º Ano|32
Geografia,7º Ano,Fund II,3,33,10,Capítulo 10,Geografia|7º Ano|33
Geografia,7º Ano,Fund II,3,34,10,Capítulo 10,Geografia|7º Ano|34
Geografia,7º Ano,Fund II,3,35,11,Capítulo 11,Geografia|7º Ano|35
Geografia,7º Ano,Fund II,3,36,11,Capítulo 11,Geografia|7º Ano|36
Geografia,7º Ano,Fund II,3,37,11,Capítulo 11,Geografia|7º Ano|37
Geografia,7º Ano,Fund II,3,38,12,Capítulo 12,Geografia|7º Ano|38
Geografia,7º Ano,Fund II,3,39,12,Capítulo 12,Geografia|7º Ano|39
Geografia,7º Ano,Fund II,3,40,12,Capítulo 12,Geografia|7º Ano|40
Geografia,7º Ano,Fund II,3,41,12,Capítulo 12,Geografia|7º Ano|41
Geografia,7º Ano,Fund II,3,42,12,Capítulo 12,Geografia|7º Ano|42
Geografia,8º Ano,Fund II,1,1,1,Capítulo 1,Geografia|8º Ano|1
Geografia,8º Ano,Fund II,1,2,1,Capítulo 1,Geografia|8º Ano|2
Geografia,8º Ano,Fund II,1,3,1,Capítulo 1,Geografia|8º Ano|3
Geografia,8º Ano,Fund II,1,4,2,Capítulo 2,Geografia|8º Ano|4
Geografia,8º Ano,Fund II,1,5,2,Capítulo 2,Geografia|8º Ano|5
Geografia,8º Ano,Fund II,1,6,2,Capítulo 2,Geografia|8º Ano|6
Geografia,8º Ano,Fund II,1,7,3,Capítulo 3,Geografia|8º Ano|7
Geografia,8º Ano,Fund II,1,8,3,Capítulo 3,Geografia|8º Ano|8
Geografia,8º Ano,Fund II,1,9,3,Capítulo 3,Geografia|8º Ano|9
Geografia,8º Ano,Fund II,1,10,4,Capítulo 4,Geografia|8º Ano|10
Geografia,8º Ano,Fund II,1,11,4,Capítulo 4,Geografia|8º Ano|11
Geografia,8º Ano,Fund II,1,12,4,Capítulo 4,Geografia|8º Ano|12
Geografia,8º Ano,Fund II,1,13,4,Capítulo 4,Geografia|8º Ano|13
Geografia,8º Ano,Fund II,1,14,4,Capítulo 4,Geografia|8º Ano|14
Geografia,8º Ano,Fund II,2,15,5,Capítulo 5,Geografia|8º Ano|15
Geografia,8º Ano,Fund II,2,16,5,Capítulo 5,Geografia|8º Ano|16
Geografia,8º Ano,Fund II,2,17,5,Capítulo 5,Geografia|8º Ano|17
Geografia,8º Ano,Fund II,2,18,6,Capítulo 6,Geografia|8º Ano|18
Geografia,8º Ano,Fund II,2,19,6,Capítulo 6,Geografia|8º Ano|19
Geografia,8º Ano,Fund II,2,20,6,Capítulo 6,Geografia|8º Ano|20
Geografia,8º Ano,Fund II,2,21,7,Capítulo 7,Geografia|8º Ano|21
Geografia,8º Ano,Fund II,2,22,7,Capítulo 7,Geografia|8º Ano|22
Geografia,8º Ano,Fund II,2,23,7,Capítulo 7,Geografia|8º Ano|23
Geografia,8º Ano,Fund II,2,24,8,Capítulo 8,Geografia|8º Ano|24
Geografia,8º Ano,Fund II,2,25,8,Capítulo 8,Geografia|8º Ano|25
Geografia,8º Ano,Fund II,2,26,8,Capítulo 8,Geografia|8º Ano|26
Geografia,8º Ano,Fund II,2,27,8,Capítulo 8,Geografia|8º Ano|27
Geografia,8º Ano,Fund II,2,28,8,Capítulo 8,Geografia|8º Ano|28
Geografia,8º Ano,Fund II,3,29,9,Capítulo 9,Geografia|8º Ano|29
Geografia,8º Ano,Fund II,3,30,9,Capítulo 9,Geografia|8º Ano|30
Geografia,8º Ano,Fund II,3,31,9,Capítulo 9,Geografia|8º Ano|31
Geografia,8º Ano,Fund II,3,32,10,Capítulo 10,Geografia|8º Ano|32
Geografia,8º Ano,Fund II,3,33,10,Capítulo 10,Geografia|8º Ano|33
Geografia,8º Ano,Fund II,3,34,10,Capítulo 10,Geografia|8º Ano|34
Geografia,8º Ano,Fund II,3,35,11,Capítulo 11,Geografia|8º Ano|35
Geografia,8º Ano,Fund II,3,36,11,Capítulo 11,Geografia|8º Ano|36
Geografia,8º Ano,Fund II,3,37,11,Capítulo 11,Geografia|8º Ano|37
Geografia,8º Ano,Fund II,3,38,12,Capítulo 12,Geografia|8º Ano|38
Geografia,8º Ano,Fund II,3,39,12,Capítulo 12,Geografia|8º Ano|39
Geografia,8º Ano,Fund II,3,40,12,Capítulo 12,Geografia|8º Ano|40
Geografia,8º Ano,Fund II,3,41,12,Capítulo 12,Geografia|8º Ano|41
Geografia,8º Ano,Fund II,3,42,12,Capítulo 12,Geografia|8º Ano|42
Ciências Naturais,6º Ano,Fund II,1,1,1,Capítulo 1,Ciências Naturais|6º Ano|1
Ciências Naturais,6º Ano,Fund II,1,2,1,Capítulo 1,Ciências Naturais|6º Ano|2
Ciências Naturais,6º Ano,Fund II,1,3,1,Capítulo 1,Ciências Naturais|6º Ano|3
Ciências Naturais,6º Ano,Fund II,1,4,2,Capítulo 2,Ciências Naturais|6º Ano|4
Ciências Naturais,6º Ano,Fund II,1,5,2,Capítulo 2,Ciências Naturais|6º Ano|5
Ciências Naturais,6º Ano,Fund II,1,6,2,Capítulo 2,Ciências Naturais|6º Ano|6
Ciências Naturais,6º Ano,Fund II,1,7,3,Capítulo 3,Ciências Naturais|6º Ano|7
Ciências Naturais,6º Ano,Fund II,1,8,3,Capítulo 3,Ciências Naturais|6º Ano|8
Ciências Naturais,6º Ano,Fund II,1,9,3,Capítulo 3,Ciências Naturais|6º Ano|9
Ciências Naturais,6º Ano,Fund II,1,10,4,Capítulo 4,Ciências Naturais|6º Ano|10
Ciências Naturais,6º Ano,Fund II,1,11,4,Capítulo 4,Ciências Naturais|6º Ano|11
Ciências Naturais,6º Ano,Fund II,1,12,4,Capítulo 4,Ciências Naturais|6º Ano|12
Ciências Naturais,6º Ano,Fund II,1,13,4,Capítulo 4,Ciências Naturais|6º Ano|13
Ciências Naturais,6º Ano,Fund II,1,14,4,Capítulo 4,Ciências Naturais|6º Ano|14
Ciências Naturais,6º Ano,Fund II,2,15,5,Capítulo 5,Ciências Naturais|6º Ano|15
Ciências Naturais,6º Ano,Fund II,2,16,5,Capítulo 5,Ciências Naturais|6º Ano|16
Ciências Naturais,6º Ano,Fund II,2,17,5,Capítulo 5,Ciências Naturais|6º Ano|17
Ciências Naturais,6º Ano,Fund II,2,18,6,Capítulo 6,Ciências Naturais|6º Ano|18
Ciências Naturais,6º Ano,Fund II,2,19,6,Capítulo 6,Ciências Naturais|6º Ano|19
Ciências Naturais,6º Ano,Fund II,2,20,6,Capítulo 6,Ciências Naturais|6º Ano|20
Ciências Naturais,6º Ano,Fund II,2,21,7,Capítulo 7,Ciências Naturais|6º Ano|21
Ciências Naturais,6º Ano,Fund II,2,22,7,Capítulo 7,Ciências Naturais|6º Ano|22
Ciências Naturais,6º Ano,Fund II,2,23,7,Capítulo 7,Ciências Naturais|6º Ano|23
Ciências Naturais,6º Ano,Fund II,2,24,8,Capítulo 8,Ciências Naturais|6º Ano|24
Ciências Naturais,6º Ano,Fund II,2,25,8,Capítulo 8,Ciências Naturais|6º Ano|25
Ciências Naturais,6º Ano,Fund II,2,26,8,Capítulo 8,Ciências Naturais|6º Ano|26
Ciências Naturais,6º Ano,Fund II,2,27,8,Capítulo 8,Ciências Naturais|6º Ano|27
Ciências Naturais,6º Ano,Fund II,2,28,8,Capítulo 8,Ciências Naturais|6º Ano|28
Ciências Naturais,6º Ano,Fund II,3,29,9,Capítulo 9,Ciências Naturais|6º Ano|29
Ciências Naturais,6º Ano,Fund II,3,30,9,Capítulo 9,Ciências Naturais|6º Ano|30
Ciências Naturais,6º Ano,Fund II,3,31,9,Capítulo 9,Ciências Naturais|6º Ano|31
Ciências Naturais,6º Ano,Fund II,3,32,10,Capítulo 10,Ciências Naturais|6º Ano|32
Ciências Naturais,6º Ano,Fund II,3,33,10,Capítulo 10,Ciências Naturais|6º Ano|33
Ciências Naturais,6º Ano,Fund II,3,34,10,Capítulo 10,Ciências Naturais|6º Ano|34
Ciências Naturais,6º Ano,Fund II,3,35,11,Capítulo 11,Ciências Naturais|6º Ano|35
Ciências Naturais,6º Ano,Fund II,3,36,11,Capítulo 11,Ciências Naturais|6º Ano|36
Ciências Naturais,6º Ano,Fund II,3,37,11,Capítulo 11,Ciências Naturais|6º Ano|37
Ciências Naturais,6º Ano,Fund II,3,38,12,Capítulo 12,Ciências Naturais|6º Ano|38
Ciências Naturais,6º Ano,Fund II,3,39,12,Capítulo 12,Ciências Naturais|6º Ano|39
Ciências Naturais,6º Ano,Fund II,3,40,12,Capítulo 12,Ciências Naturais|6º Ano|40
Ciências Naturais,6º Ano,Fund II,3,41,12,Capítulo 12,Ciências Naturais|6º Ano|41
Ciências Naturais,6º Ano,Fund II,3,42,12,Capítulo 12,Ciências Naturais|6º Ano|42
Ciências Naturais,7º Ano,Fund II,1,1,1,Capítulo 1,Ciências Naturais|7º Ano|1
Ciências Naturais,7º Ano,Fund II,1,2,1,Capítulo 1,Ciências Naturais|7º Ano|2
Ciências Naturais,7º Ano,Fund II,1,3,1,Capítulo 1,Ciências Naturais|7º Ano|3
Ciências Naturais,7º Ano,Fund II,1,4,2,Capítulo 2,Ciências Naturais|7º Ano|4
Ciências Naturais,7º Ano,Fund II,1,5,2,Capítulo 2,Ciências Naturais|7º Ano|5
Ciências Naturais,7º Ano,Fund II,1,6,2,Capítulo 2,Ciências Naturais|7º Ano|6
Ciências Naturais,7º Ano,Fund II,1,7,3,Capítulo 3,Ciências Naturais|7º Ano|7
Ciências Naturais,7º Ano,Fund II,1,8,3,Capítulo 3,Ciências Naturais|7º Ano|8
Ciências Naturais,7º Ano,Fund II,1,9,3,Capítulo 3,Ciências Naturais|7º Ano|9
Ciências Naturais,7º Ano,Fund II,1,10,4,Capítulo 4,Ciências Naturais|7º Ano|10
Ciências Naturais,7º Ano,Fund II,1,11,4,Capítulo 4,Ciências Naturais|7º Ano|11
Ciências Naturais,7º Ano,Fund II,1,12,4,Capítulo 4,Ciências Naturais|7º Ano|12
Ciências Naturais,7º Ano,Fund II,1,13,4,Capítulo 4,Ciências Naturais|7º Ano|13
Ciências Naturais,7º Ano,Fund II,1,14,4,Capítulo 4,Ciências Naturais|7º Ano|14
Ciências Naturais,7º Ano,Fund II,2,15,5,Capítulo 5,Ciências Naturais|7º Ano|15
Ciências Naturais,7º Ano,Fund II,2,16,5,Capítulo 5,Ciências Naturais|7º Ano|16
Ciências Naturais,7º Ano,Fund II,2,17,5,Capítulo 5,Ciências Naturais|7º Ano|17
Ciências Naturais,7º Ano,Fund II,2,18,6,Capítulo 6,Ciências Naturais|7º Ano|18
Ciências Naturais,7º Ano,Fund II,2,19,6,Capítulo 6,Ciências Naturais|7º Ano|19
Ciências Naturais,7º Ano,Fund II,2,20,6,Capítulo 6,Ciências Naturais|7º Ano|20
Ciências Naturais,7º Ano,Fund II,2,21,7,Capítulo 7,Ciências Naturais|7º Ano|21
Ciências Naturais,7º Ano,Fund II,2,22,7,Capítulo 7,Ciências Naturais|7º Ano|22
Ciências Naturais,7º Ano,Fund II,2,23,7,Capítulo 7,Ciências Naturais|7º Ano|23
Ciências Naturais,7º Ano,Fund II,2,24,8,Capítulo 8,Ciências Naturais|7º Ano|24
Ciências Naturais,7º Ano,Fund II,2,25,8,Capítulo 8,Ciências Naturais|7º Ano|25
Ciências Naturais,7º Ano,Fund II,2,26,8,Capítulo 8,Ciências Naturais|7º Ano|26
Ciências Naturais,7º Ano,Fund II,2,27,8,Capítulo 8,Ciências Naturais|7º Ano|27
Ciências Naturais,7º Ano,Fund II,2,28,8,Capítulo 8,Ciências Naturais|7º Ano|28
Ciências Naturais,7º Ano,Fund II,3,29,9,Capítulo 9,Ciências Naturais|7º Ano|29
Ciências Naturais,7º Ano,Fund II,3,30,9,Capítulo 9,Ciências Naturais|7º Ano|30
Ciências Naturais,7º Ano,Fund II,3,31,9,Capítulo 9,Ciências Naturais|7º Ano|31
Ciências Naturais,7º Ano,Fund II,3,32,10,Capítulo 10,Ciências Naturais|7º Ano|32
Ciências Naturais,7º Ano,Fund II,3,33,10,Capítulo 10,Ciências Naturais|7º Ano|33
Ciências Naturais,7º Ano,Fund II,3,34,10,Capítulo 10,Ciências Naturais|7º Ano|34
Ciências Naturais,7º Ano,Fund II,3,35,11,Capítulo 11,Ciências Naturais|7º Ano|35
Ciências Naturais,7º Ano,Fund II,3,36,11,Capítulo 11,Ciências Naturais|7º Ano|36
Ciências Naturais,7º Ano,Fund II,3,37,11,Capítulo 11,Ciências Naturais|7º Ano|37
Ciências Naturais,7º Ano,Fund II,3,38,12,Capítulo 12,Ciências Naturais|7º Ano|38
Ciências Naturais,7º Ano,Fund II,3,39,12,Capítulo 12,Ciências Naturais|7º Ano|39
Ciências Naturais,7º Ano,Fund II,3,40,12,Capítulo 12,Ciências Naturais|7º Ano|40
Ciências Naturais,7º Ano,Fund II,3,41,12,Capítulo 12,Ciências Naturais|7º Ano|41
Ciências Naturais,7º Ano,Fund II,3,42,12,Capítulo 12,Ciências Naturais|7º Ano|42
Ciências Naturais,8º Ano,Fund II,1,1,1,Capítulo 1,Ciências Naturais|8º Ano|1
Ciências Naturais,8º Ano,Fund II,1,2,1,Capítulo 1,Ciências Naturais|8º Ano|2
Ciências Naturais,8º Ano,Fund II,1,3,1,Capítulo 1,Ciências Naturais|8º Ano|3
Ciências Naturais,8º Ano,Fund II,1,4,2,Capítulo 2,Ciências Naturais|8º Ano|4
Ciências Naturais,8º Ano,Fund II,1,5,2,Capítulo 2,Ciências Naturais|8º Ano|5
Ciências Naturais,8º Ano,Fund II,1,6,2,Capítulo 2,Ciências Naturais|8º Ano|6
Ciências Naturais,8º Ano,Fund II,1,7,3,Capítulo 3,Ciências Naturais|8º Ano|7
Ciências Naturais,8º Ano,Fund II,1,8,3,Capítulo 3,Ciências Naturais|8º Ano|8
Ciências Naturais,8º Ano,Fund II,1,9,3,Capítulo 3,Ciências Naturais|8º Ano|9
Ciências Naturais,8º Ano,Fund II,1,10,4,Capítulo 4,Ciências Naturais|8º Ano|10
Ciências Naturais,8º Ano,Fund II,1,11,4,Capítulo 4,Ciências Naturais|8º Ano|11
Ciências Naturais,8º Ano,Fund II,1,12,4,Capítulo 4,Ciências Naturais|8º Ano|12
Ciências Naturais,8º Ano,Fund II,1,13,4,Capítulo 4,Ciências Naturais|8º Ano|13
Ciências Naturais,8º Ano,Fund II,1,14,4,Capítulo 4,Ciências Naturais|8º Ano|14
Ciências Naturais,8º Ano,Fund II,2,15,5,Capítulo 5,Ciências Naturais|8º Ano|15
Ciências Naturais,8º Ano,Fund II,2,16,5,Capítulo 5,Ciências Naturais|8º Ano|16
